Brand,Processor,RAM (GB),Screen Size (inch),Battery Life (hours),Weight (kg),Operating System,Storage_Type,Storage_Capacity,Resolution_Type,GPU_Model,Price_THB
Razer,Intel i9,64.0,13.3,5.0,3.41,FreeDOS,SSD,1.0,2K,,155718.15
Samsung,Intel i7,4.0,14.0,6.4,3.07,Windows,SSD,256.0,2K,RTX 2060,53925.55
Apple,Intel i5,16.0,16.0,6.2,3.48,Linux,SSD,2.0,2K,RTX 2060,88816.7
MSI,Intel i7,32.0,14.0,5.2,2.43,Windows,SSD,256.0,2K,,70659.4
Microsoft,Intel i7,8.0,16.0,7.5,1.61,Linux,HDD,1.0,2K,GTX 1650,49381.850000000006
Dell,AMD Ryzen 5,4.0,17.3,6.5,2.43,Windows,SSD,1.0,2K,RTX 2060,47544.350000000006
Lenovo,AMD Ryzen 5,4.0,17.3,4.8,1.51,Linux,SSD,2.0,4K,,42201.6
Apple,,64.0,17.3,7.0,2.77,FreeDOS,SSD,512.0,4K,,190260.0
Samsung,Intel i9,4.0,16.0,10.2,2.12,macOS,SSD,1.0,2K,,47331.2
Dell,AMD Ryzen 7,4.0,15.6,4.0,2.51,Linux,SSD,512.0,Full HD,RX 6800,43579.2
Dell,AMD Ryzen 7,8.0,13.3,10.5,3.08,macOS,SSD,512.0,Full HD,RTX 2060,48006.7
Asus,Intel i5,8.0,15.6,5.2,1.21,,SSD,512.0,HD,RTX 2060,30772.350000000002
Microsoft,Intel i9,64.0,17.3,10.5,1.38,FreeDOS,SSD,1.0,2K,,129758.65
Samsung,AMD Ryzen 9,32.0,14.0,8.8,2.03,Linux,SSD,512.0,HD,RX 6800,81975.95
Razer,Intel i3,8.0,14.0,10.9,2.09,Windows,SSD,2.0,HD,RTX 3060,37216.2
Asus,Intel i7,8.0,17.3,6.2,2.61,FreeDOS,SSD,512.0,Full HD,RTX 3060,52491.6
Acer,Intel i7,32.0,16.0,4.4,2.15,FreeDOS,SSD,2.0,4K,GTX 1650,125253.45
Dell,AMD Ryzen 9,32.0,13.3,9.1,1.33,macOS,SSD,1.0,4K,,106996.4
MSI,AMD Ryzen 7,64.0,13.3,8.3,2.47,macOS,SSD,2.0,HD,,78742.3
Samsung,AMD Ryzen 9,16.0,14.0,8.5,2.29,FreeDOS,SSD,2.0,Full HD,RTX 2060,70535.5
Acer,Intel i5,16.0,14.0,9.7,2.72,macOS,SSD,2.0,HD,RTX 3080,37461.2
Asus,Intel i3,32.0,16.0,5.4,1.56,Windows,HDD,1.0,Full HD,RX 6800,43450.05
Microsoft,AMD Ryzen 3,8.0,14.0,10.7,1.71,macOS,SSD,2.0,2K,RX 6600,34099.799999999996
MSI,AMD Ryzen 5,4.0,15.6,8.6,1.49,Windows,SSD,256.0,2K,RX 6800,55713.35
MSI,Intel i9,64.0,14.0,9.8,1.35,FreeDOS,SSD,1.0,HD,RTX 3060,152980.09999999998
MSI,Intel i5,32.0,15.6,11.8,1.85,Windows,SSD,1.0,2K,RTX 2060,94988.95
Dell,Intel i3,4.0,16.0,5.7,2.83,FreeDOS,SSD,1.0,Full HD,RX 6800,32286.8
Lenovo,AMD Ryzen 3,32.0,16.0,5.7,2.89,Linux,SSD,1.0,4K,GTX 1650,79877.35
HP,Intel i9,8.0,15.6,6.8,2.27,Linux,SSD,512.0,4K,RX 6800,108116.75
Razer,Intel i7,16.0,14.0,7.5,1.54,macOS,HDD,1.0,HD,RX 6600,53228.0
Lenovo,AMD Ryzen 5,4.0,15.6,11.2,2.25,Windows,SSD,1.0,HD,GTX 1650,34069.0
Microsoft,AMD Ryzen 5,64.0,13.3,9.0,1.45,FreeDOS,SSD,2.0,Full HD,,56145.600000000006
Dell,Intel i9,32.0,15.6,10.0,1.72,Windows,SSD,256.0,4K,RTX 3060,163118.2
Samsung,Intel i7,64.0,14.0,6.1,2.33,Linux,SSD,256.0,HD,,59617.6
Dell,Intel i7,64.0,14.0,7.4,2.43,Windows,SSD,512.0,HD,RTX 3060,90993.70000000001
Asus,Intel i9,8.0,13.3,8.6,2.58,Linux,SSD,512.0,Full HD,RTX 3060,63323.05
Razer,AMD Ryzen 5,64.0,17.3,9.1,3.14,Linux,SSD,512.0,HD,RTX 2060,110311.6
MSI,Intel i3,4.0,14.0,7.1,3.48,FreeDOS,SSD,512.0,Full HD,GTX 1650,30300.55
HP,AMD Ryzen 9,32.0,13.3,9.8,2.71,Windows,SSD,2.0,HD,,48050.8
HP,Intel i9,4.0,17.3,7.1,1.86,FreeDOS,SSD,2.0,2K,RTX 3080,69657.7
Samsung,Intel i9,4.0,17.3,10.7,2.04,Windows,SSD,1.0,2K,RTX 3080,70163.1
Asus,Intel i3,64.0,16.0,11.4,1.98,macOS,SSD,512.0,2K,,63147.35
Apple,AMD Ryzen 9,64.0,16.0,8.4,2.27,Windows,HDD,1.0,Full HD,RTX 3060,185276.0
Asus,Intel i5,4.0,13.3,10.3,1.21,Windows,SSD,256.0,2K,RTX 2060,37756.25
Razer,Intel i9,32.0,15.6,4.1,2.15,Windows,SSD,512.0,4K,RTX 3060,235925.2
Dell,Intel i3,16.0,14.0,5.1,1.73,macOS,SSD,2.0,2K,RTX 3060,48679.75
Samsung,Intel i5,4.0,17.3,6.9,2.65,Linux,SSD,256.0,HD,GTX 1650,28234.15
Microsoft,AMD Ryzen 3,8.0,14.0,9.0,2.88,Windows,SSD,256.0,HD,RX 6600,24915.45
Razer,AMD Ryzen 5,8.0,13.3,8.6,1.27,Windows,SSD,2.0,4K,RTX 2060,84634.55
Dell,Intel i5,64.0,17.3,8.3,2.09,macOS,SSD,256.0,HD,RX 6800,71820.0
Acer,AMD Ryzen 7,64.0,14.0,4.8,2.82,Linux,HDD,1.0,4K,GTX 1650,141573.94999999998
Acer,Intel i7,4.0,16.0,10.2,3.06,macOS,SSD,512.0,4K,RX 6800,69385.75
Lenovo,AMD Ryzen 7,8.0,14.0,6.8,3.34,Windows,SSD,2.0,HD,GTX 1650,38805.9
HP,AMD Ryzen 3,64.0,16.0,9.7,1.37,Windows,HDD,1.0,2K,RTX 3080,76635.3
Dell,Intel i3,4.0,17.3,4.6,2.83,FreeDOS,SSD,1.0,4K,,31600.45
Apple,AMD Ryzen 9,16.0,14.0,10.5,1.65,Linux,HDD,1.0,4K,RTX 3080,147279.65
MSI,Intel i3,32.0,17.3,7.1,1.67,Linux,SSD,2.0,4K,RX 6600,106123.85
HP,AMD Ryzen 3,64.0,17.3,5.7,1.64,FreeDOS,HDD,1.0,HD,,37444.75
Apple,Intel i7,8.0,17.3,6.4,2.25,FreeDOS,SSD,1.0,HD,RTX 3060,59868.549999999996
Dell,AMD Ryzen 3,16.0,14.0,10.9,1.33,FreeDOS,SSD,2.0,2K,RTX 2060,41079.5
Lenovo,Intel i7,64.0,13.3,5.9,1.67,macOS,SSD,256.0,4K,GTX 1650,171284.75
Apple,Intel i7,32.0,15.6,10.2,1.26,Linux,SSD,512.0,Full HD,,78342.95
Microsoft,AMD Ryzen 3,32.0,14.0,9.4,1.59,FreeDOS,SSD,2.0,HD,RTX 2060,36642.9
Lenovo,Intel i3,8.0,14.0,6.7,1.75,macOS,SSD,512.0,4K,RX 6800,53825.1
Asus,AMD Ryzen 7,8.0,15.6,6.8,2.94,FreeDOS,SSD,1.0,4K,RX 6800,80814.3
Acer,Intel i7,16.0,13.3,9.9,1.49,Linux,SSD,512.0,2K,RX 6800,70772.8
Acer,AMD Ryzen 5,32.0,15.6,5.5,1.55,macOS,SSD,1.0,4K,RX 6600,98721.35
Razer,AMD Ryzen 7,8.0,14.0,4.4,1.53,FreeDOS,SSD,1.0,2K,,54537.35
Samsung,AMD Ryzen 7,4.0,14.0,6.1,3.3,Windows,SSD,1.0,Full HD,RTX 3080,39382.35
Samsung,Intel i3,4.0,15.6,6.1,1.33,macOS,SSD,256.0,4K,RX 6600,51534.0
Samsung,Intel i9,4.0,16.0,8.5,1.54,Linux,SSD,256.0,2K,RTX 3060,66734.85
Lenovo,Intel i5,64.0,15.6,9.6,2.18,Linux,SSD,512.0,2K,,75265.40000000001
Lenovo,AMD Ryzen 5,16.0,15.6,8.4,3.02,FreeDOS,SSD,512.0,4K,,49753.549999999996
MSI,AMD Ryzen 3,4.0,17.3,8.5,2.82,FreeDOS,SSD,2.0,HD,GTX 1650,27779.5
HP,AMD Ryzen 9,64.0,13.3,6.2,2.35,macOS,SSD,512.0,Full HD,RX 6600,137370.1
Acer,Intel i7,64.0,13.3,10.8,2.55,FreeDOS,SSD,1.0,Full HD,,74248.3
Microsoft,AMD Ryzen 5,16.0,13.3,10.3,1.43,macOS,SSD,256.0,2K,RX 6600,49003.5
Apple,Intel i3,4.0,13.3,6.7,2.71,FreeDOS,SSD,512.0,2K,RTX 3080,47701.15
HP,Intel i9,64.0,17.3,10.2,2.84,Windows,SSD,1.0,2K,RX 6800,186997.65
Samsung,AMD Ryzen 7,8.0,17.3,11.9,1.85,,HDD,1.0,Full HD,RTX 3060,41069.350000000006
Razer,AMD Ryzen 3,64.0,16.0,,1.31,FreeDOS,SSD,256.0,Full HD,GTX 1650,101911.6
Lenovo,AMD Ryzen 9,8.0,17.3,11.7,2.1,Linux,SSD,1.0,2K,GTX 1650,75726.7
Apple,AMD Ryzen 5,32.0,17.3,5.3,2.01,macOS,SSD,1.0,2K,RTX 2060,110087.25
Microsoft,Intel i3,64.0,16.0,7.4,3.21,Linux,SSD,512.0,4K,RTX 2060,129007.2
Acer,Intel i7,16.0,16.0,8.4,1.47,Windows,HDD,1.0,HD,RTX 2060,35741.65
HP,Intel i5,32.0,13.3,7.5,3.43,Linux,HDD,1.0,4K,RTX 3080,80626.0
HP,AMD Ryzen 7,8.0,17.3,8.3,3.45,Linux,SSD,256.0,Full HD,RTX 2060,45553.9
Apple,Intel i3,8.0,15.6,9.2,2.55,Linux,HDD,1.0,4K,RTX 2060,69805.05
Acer,AMD Ryzen 7,32.0,15.6,6.6,2.03,macOS,HDD,1.0,HD,GTX 1650,49097.299999999996
Dell,Intel i3,32.0,16.0,5.2,2.46,FreeDOS,SSD,256.0,4K,RTX 3060,85258.6
Razer,AMD Ryzen 7,8.0,16.0,5.6,1.26,Linux,SSD,1.0,2K,GTX 1650,82922.0
Razer,Intel i9,4.0,15.6,8.1,2.16,FreeDOS,SSD,256.0,Full HD,,52886.75
Lenovo,Intel i9,4.0,14.0,7.1,1.8,FreeDOS,SSD,1.0,4K,GTX 1650,83783.70000000001
Razer,Intel i9,8.0,16.0,8.2,1.61,macOS,SSD,1.0,Full HD,RTX 3080,92148.0
Samsung,Intel i9,64.0,17.3,8.9,1.2,Windows,SSD,1.0,2K,,129665.2
MSI,AMD Ryzen 5,8.0,16.0,4.6,1.75,macOS,SSD,2.0,4K,RTX 3060,84415.1
Dell,Intel i9,16.0,17.3,6.0,1.89,FreeDOS,SSD,1.0,4K,RTX 3060,126897.4
Samsung,Intel i7,64.0,17.3,9.0,2.36,FreeDOS,SSD,256.0,4K,RX 6600,192590.65
MSI,Intel i7,8.0,14.0,4.7,2.95,Windows,SSD,2.0,2K,,42767.200000000004
Acer,AMD Ryzen 3,16.0,14.0,7.4,2.37,Linux,SSD,1.0,Full HD,,27230.7
Dell,Intel i9,8.0,17.3,8.2,1.82,Linux,SSD,1.0,2K,RTX 2060,74572.05
Microsoft,Intel i5,32.0,16.0,11.0,1.29,FreeDOS,SSD,256.0,HD,GTX 1650,55913.9
Samsung,AMD Ryzen 9,32.0,14.0,11.3,2.0,FreeDOS,SSD,1.0,Full HD,RTX 3060,92629.59999999999
HP,AMD Ryzen 7,8.0,14.0,7.5,2.71,Windows,SSD,1.0,Full HD,RX 6600,48083.35
Acer,AMD Ryzen 5,8.0,17.3,4.8,1.69,macOS,SSD,256.0,HD,RTX 3060,32452.350000000002
Asus,AMD Ryzen 5,32.0,14.0,9.7,3.4,Linux,SSD,256.0,Full HD,RX 6600,54942.299999999996
Asus,Intel i3,64.0,14.0,7.2,3.5,Windows,SSD,512.0,Full HD,RTX 3060,71182.65
Acer,AMD Ryzen 3,32.0,17.3,5.5,2.74,Linux,SSD,256.0,2K,RTX 3060,68310.55
Apple,Intel i3,32.0,13.3,5.7,2.14,Linux,SSD,256.0,2K,RTX 3060,90903.75
MSI,AMD Ryzen 9,32.0,,5.7,2.12,macOS,SSD,512.0,4K,RX 6600,213340.75
Lenovo,Intel i5,32.0,16.0,6.8,2.34,macOS,SSD,256.0,Full HD,RTX 3060,64434.65
Dell,Intel i3,64.0,14.0,7.7,1.69,Windows,SSD,256.0,4K,RTX 2060,115813.6
Acer,AMD Ryzen 5,32.0,15.6,10.2,3.4,FreeDOS,SSD,2.0,HD,RTX 2060,55731.899999999994
Apple,AMD Ryzen 7,16.0,14.0,9.1,1.47,FreeDOS,SSD,256.0,4K,RX 6600,127465.45
Asus,Intel i3,64.0,16.0,10.6,3.32,macOS,SSD,1.0,HD,RTX 3080,65390.85
Lenovo,Intel i3,64.0,16.0,7.6,3.48,FreeDOS,SSD,1.0,HD,RX 6600,64554.350000000006
Razer,Intel i5,64.0,16.0,8.5,1.99,macOS,SSD,512.0,Full HD,RX 6600,130299.75
Lenovo,AMD Ryzen 3,4.0,16.0,9.9,2.53,FreeDOS,SSD,2.0,Full HD,RTX 2060,34267.1
Acer,AMD Ryzen 7,32.0,14.0,4.2,2.62,Linux,SSD,256.0,Full HD,RX 6800,74021.84999999999
Dell,Intel i7,4.0,14.0,10.6,1.23,FreeDOS,SSD,256.0,Full HD,RTX 2060,42966.35
Samsung,Intel i5,16.0,13.3,6.5,1.29,Windows,SSD,1.0,2K,GTX 1650,53047.4
MSI,AMD Ryzen 5,64.0,13.3,7.7,3.07,macOS,SSD,2.0,2K,,87842.3
HP,Intel i9,4.0,13.3,5.2,1.7,Windows,SSD,2.0,4K,RTX 3060,90772.15
Asus,Intel i7,16.0,14.0,9.3,2.04,Windows,SSD,1.0,Full HD,,35898.100000000006
Razer,Intel i9,32.0,16.0,8.0,1.27,macOS,SSD,1.0,Full HD,RX 6800,139897.8
Samsung,AMD Ryzen 7,4.0,17.3,5.8,3.42,Linux,HDD,1.0,4K,RTX 3080,56679.350000000006
Samsung,Intel i9,64.0,13.3,7.5,1.35,Windows,SSD,512.0,HD,RTX 3060,111547.09999999999
Lenovo,Intel i7,16.0,17.3,8.6,2.12,Windows,HDD,1.0,Full HD,RTX 3080,45617.6
Apple,Intel i3,4.0,13.3,9.7,2.51,macOS,HDD,1.0,HD,RTX 3080,28401.45
Lenovo,Intel i7,32.0,14.0,6.1,3.5,Linux,SSD,2.0,HD,RTX 2060,59993.149999999994
Razer,AMD Ryzen 5,16.0,13.3,8.3,2.03,Linux,SSD,1.0,4K,RX 6800,96598.6
Acer,AMD Ryzen 5,8.0,13.3,9.0,1.52,Windows,SSD,512.0,Full HD,GTX 1650,33865.3
Acer,AMD Ryzen 9,8.0,13.3,5.4,2.66,Windows,SSD,2.0,4K,RTX 2060,91033.6
Acer,Intel i3,4.0,15.6,4.8,1.93,Windows,SSD,256.0,4K,RX 6600,44696.75
Razer,Intel i9,32.0,17.3,11.9,2.05,macOS,SSD,1.0,HD,RTX 2060,115011.05
Dell,Intel i5,8.0,16.0,9.3,1.91,Windows,SSD,2.0,Full HD,RX 6600,42430.5
Samsung,Intel i7,4.0,17.3,10.1,1.47,FreeDOS,HDD,1.0,HD,RTX 2060,30460.5
Lenovo,Intel i7,64.0,13.3,6.3,1.97,macOS,SSD,512.0,2K,,84257.25
Microsoft,AMD Ryzen 7,8.0,16.0,10.0,1.55,FreeDOS,SSD,256.0,HD,GTX 1650,39359.95
Acer,AMD Ryzen 5,32.0,17.3,6.5,2.36,FreeDOS,SSD,1.0,HD,RX 6800,55964.65
Dell,AMD Ryzen 5,64.0,15.6,11.4,1.91,Windows,SSD,2.0,HD,,46617.55
Dell,Intel i5,8.0,16.0,11.7,1.97,macOS,SSD,512.0,2K,GTX 1650,44758.0
MSI,AMD Ryzen 9,64.0,15.6,10.2,3.13,Windows,SSD,1.0,Full HD,RX 6800,197960.0
Acer,AMD Ryzen 7,16.0,13.3,4.7,3.14,Windows,SSD,512.0,2K,RX 6600,64631.7
Razer,Intel i5,32.0,16.0,4.6,2.23,Linux,HDD,1.0,HD,RX 6600,60461.8
Lenovo,AMD Ryzen 3,16.0,14.0,5.7,2.8,Linux,SSD,256.0,4K,RX 6600,58320.5
Lenovo,Intel i5,4.0,14.0,11.8,1.76,Linux,SSD,512.0,2K,RX 6600,35796.6
Lenovo,AMD Ryzen 5,16.0,16.0,6.7,2.48,Windows,SSD,1.0,Full HD,RTX 2060,44485.0
Asus,Intel i5,32.0,17.3,6.2,2.99,FreeDOS,SSD,512.0,Full HD,,43358.35
Asus,Intel i9,8.0,16.0,6.4,1.27,FreeDOS,SSD,512.0,4K,RTX 2060,101474.45
Microsoft,AMD Ryzen 5,16.0,16.0,4.1,1.93,macOS,SSD,1.0,2K,RX 6600,56222.25
Acer,Intel i9,32.0,14.0,9.7,3.11,macOS,SSD,2.0,2K,RX 6600,112351.4
Microsoft,AMD Ryzen 3,4.0,16.0,7.4,2.53,Windows,HDD,1.0,4K,RTX 3080,37709.350000000006
Asus,AMD Ryzen 3,32.0,15.6,11.1,3.15,Windows,HDD,1.0,Full HD,RTX 3080,44360.75
Acer,AMD Ryzen 9,64.0,13.3,11.9,2.62,macOS,HDD,1.0,Full HD,RTX 3080,113346.45
Samsung,Intel i7,64.0,16.0,8.7,2.73,Windows,SSD,1.0,4K,RTX 2060,185307.85
Lenovo,AMD Ryzen 5,64.0,17.3,11.2,1.53,Linux,SSD,512.0,2K,RTX 3080,112628.25
Lenovo,AMD Ryzen 7,8.0,15.6,4.5,1.65,Linux,SSD,256.0,2K,RX 6800,63675.5
Dell,AMD Ryzen 5,8.0,14.0,5.9,2.53,Windows,SSD,256.0,4K,GTX 1650,59471.65
Apple,Intel i9,16.0,16.0,8.0,3.07,macOS,SSD,512.0,4K,RTX 3060,186978.05
Samsung,Intel i3,4.0,17.3,11.8,1.43,macOS,SSD,1.0,HD,RX 6800,22341.2
Lenovo,Intel i7,64.0,15.6,5.8,3.49,FreeDOS,SSD,1.0,2K,GTX 1650,145254.90000000002
Apple,AMD Ryzen 3,8.0,13.3,8.6,2.08,FreeDOS,SSD,256.0,HD,RTX 2060,36568.35
Lenovo,Intel i3,16.0,16.0,8.6,2.59,macOS,HDD,1.0,2K,GTX 1650,42199.85
Dell,AMD Ryzen 9,64.0,13.3,7.5,2.41,macOS,SSD,2.0,Full HD,,97257.3
Asus,AMD Ryzen 3,4.0,16.0,10.4,3.1,macOS,HDD,1.0,2K,RX 6600,32285.75
Acer,AMD Ryzen 7,4.0,15.6,8.0,1.64,macOS,SSD,1.0,4K,RTX 3060,73969.7
MSI,Intel i5,64.0,17.3,6.2,1.64,FreeDOS,SSD,256.0,Full HD,,83102.95
Samsung,AMD Ryzen 7,16.0,17.3,11.9,1.59,Windows,HDD,1.0,2K,GTX 1650,60553.149999999994
MSI,AMD Ryzen 5,8.0,15.6,11.0,2.86,Windows,SSD,256.0,2K,RX 6600,60685.1
HP,Intel i9,64.0,15.6,8.4,2.29,macOS,SSD,2.0,HD,GTX 1650,123510.8
Samsung,AMD Ryzen 9,16.0,13.3,4.1,2.62,macOS,SSD,512.0,4K,RTX 3080,113285.2
Lenovo,Intel i3,16.0,17.3,9.2,3.42,FreeDOS,SSD,2.0,HD,RX 6600,35373.799999999996
Microsoft,AMD Ryzen 5,64.0,13.3,5.2,1.84,macOS,SSD,512.0,2K,RTX 3060,107725.1
Razer,Intel i3,16.0,17.3,10.8,1.69,Windows,SSD,256.0,2K,GTX 1650,63696.15
Apple,AMD Ryzen 3,4.0,15.6,11.1,1.91,Linux,SSD,1.0,Full HD,,30107.7
Dell,Intel i3,64.0,15.6,9.3,3.21,FreeDOS,SSD,256.0,2K,RX 6800,90063.75
MSI,Intel i7,32.0,13.3,7.5,2.91,FreeDOS,SSD,256.0,2K,GTX 1650,108783.85
,AMD Ryzen 5,32.0,13.3,7.2,1.98,Windows,SSD,256.0,4K,RX 6800,94392.90000000001
MSI,Intel i7,64.0,17.3,9.3,1.53,Linux,SSD,512.0,Full HD,RX 6800,150200.05000000002
Lenovo,Intel i3,32.0,15.6,7.5,2.88,Windows,SSD,256.0,2K,RX 6800,68156.55
Lenovo,AMD Ryzen 9,16.0,16.0,8.1,3.0,Windows,SSD,256.0,Full HD,RX 6600,79235.1
Lenovo,Intel i7,16.0,13.3,10.6,1.74,macOS,SSD,512.0,2K,RTX 2060,66450.3
HP,Intel i9,8.0,17.3,10.2,2.74,Linux,SSD,2.0,Full HD,RTX 2060,60979.799999999996
Apple,AMD Ryzen 7,64.0,14.0,11.3,2.38,Windows,SSD,256.0,4K,GTX 1650,261267.3
MSI,,4.0,13.3,6.8,2.11,FreeDOS,HDD,1.0,4K,RX 6600,67914.0
HP,Intel i3,4.0,13.3,11.5,2.28,FreeDOS,SSD,256.0,HD,RTX 2060,21562.1
,Intel i3,4.0,17.3,10.6,1.87,Linux,SSD,512.0,Full HD,RTX 3060,27365.100000000002
Samsung,Intel i9,16.0,13.3,8.8,1.34,Linux,SSD,1.0,2K,RTX 2060,83417.6
Samsung,AMD Ryzen 3,32.0,13.3,4.9,1.32,FreeDOS,SSD,2.0,4K,RX 6800,72396.1
MSI,Intel i9,16.0,14.0,4.9,1.74,Windows,SSD,1.0,2K,,71183.7
HP,AMD Ryzen 7,16.0,16.0,11.4,2.28,Windows,SSD,256.0,Full HD,,36883.0
HP,Intel i3,16.0,13.3,8.3,2.78,Linux,SSD,256.0,4K,RX 6600,61205.55
Acer,AMD Ryzen 5,64.0,16.0,4.3,2.9,,HDD,1.0,Full HD,,52452.4
Razer,AMD Ryzen 5,64.0,13.3,6.9,2.23,Windows,HDD,1.0,Full HD,,69864.2
Dell,AMD Ryzen 9,16.0,13.3,5.7,1.66,FreeDOS,HDD,1.0,2K,RTX 3060,72260.3
Microsoft,AMD Ryzen 3,16.0,15.6,5.0,3.14,Linux,SSD,512.0,4K,GTX 1650,62257.299999999996
Microsoft,AMD Ryzen 3,8.0,16.0,10.0,2.42,Linux,SSD,2.0,Full HD,RTX 3060,38159.1
Samsung,AMD Ryzen 7,4.0,14.0,9.7,3.08,FreeDOS,SSD,512.0,2K,RX 6800,50249.15
Samsung,AMD Ryzen 7,4.0,14.0,10.4,2.36,Linux,SSD,2.0,4K,RX 6800,70184.45
Apple,Intel i3,4.0,14.0,7.2,1.25,FreeDOS,SSD,1.0,4K,RX 6800,65069.2
Acer,AMD Ryzen 7,8.0,13.3,10.3,1.47,Linux,SSD,256.0,2K,RX 6600,56215.950000000004
Acer,Intel i3,32.0,17.3,7.9,2.63,FreeDOS,SSD,256.0,Full HD,,37525.950000000004
Microsoft,AMD Ryzen 3,4.0,17.3,6.7,2.5,Windows,SSD,512.0,2K,RTX 2060,38213.7
Acer,Intel i9,64.0,16.0,11.2,2.04,Windows,HDD,1.0,Full HD,RTX 3080,125884.5
Asus,Intel i3,64.0,16.0,4.9,2.56,Linux,SSD,512.0,2K,RTX 3060,90096.65000000001
Dell,AMD Ryzen 3,4.0,15.6,9.0,2.2,FreeDOS,SSD,512.0,2K,RX 6600,37273.6
MSI,Intel i5,64.0,16.0,7.7,2.79,macOS,SSD,1.0,Full HD,RTX 2060,117269.95000000001
Apple,AMD Ryzen 3,16.0,14.0,6.2,3.33,Windows,SSD,1.0,HD,RX 6800,48065.5
MSI,Intel i7,32.0,14.0,4.4,2.52,Linux,HDD,1.0,HD,RX 6800,64183.0
Asus,AMD Ryzen 3,16.0,17.3,4.5,2.2,Windows,HDD,1.0,Full HD,RX 6600,28244.65
Microsoft,AMD Ryzen 7,32.0,14.0,4.5,3.42,FreeDOS,SSD,512.0,4K,RX 6800,112039.2
Samsung,Intel i5,16.0,13.3,5.8,2.49,FreeDOS,HDD,1.0,Full HD,,26014.45
Dell,AMD Ryzen 7,64.0,13.3,5.9,2.49,Windows,SSD,1.0,HD,RX 6800,85361.84999999999
Dell,AMD Ryzen 7,16.0,16.0,11.5,2.98,macOS,HDD,1.0,HD,RTX 2060,41187.65
Lenovo,AMD Ryzen 9,16.0,17.3,4.3,1.59,macOS,HDD,1.0,2K,RTX 3060,80792.6
Razer,Intel i3,32.0,16.0,4.8,3.13,macOS,SSD,512.0,Full HD,RTX 3060,76591.90000000001
Lenovo,AMD Ryzen 5,4.0,16.0,10.2,2.96,macOS,SSD,2.0,4K,RTX 3060,53013.100000000006
Microsoft,Intel i9,4.0,16.0,6.5,1.52,Linux,SSD,2.0,HD,RX 6600,46979.799999999996
Apple,AMD Ryzen 5,64.0,15.6,4.0,2.06,Linux,SSD,256.0,HD,RX 6600,112787.5
Asus,Intel i5,8.0,17.3,10.6,2.37,FreeDOS,SSD,512.0,HD,RX 6800,28705.949999999997
Dell,Intel i5,4.0,13.3,10.3,3.07,Linux,HDD,1.0,2K,RTX 3060,35465.15
Apple,AMD Ryzen 9,16.0,13.3,11.1,2.3,FreeDOS,SSD,2.0,2K,RTX 3060,124782.7
Dell,Intel i5,8.0,13.3,4.4,3.23,FreeDOS,SSD,256.0,4K,RTX 3080,56620.9
Asus,Intel i9,64.0,15.6,5.2,2.29,Linux,SSD,256.0,Full HD,RX 6800,154162.05000000002
Apple,Intel i5,8.0,16.0,5.7,3.25,FreeDOS,SSD,2.0,2K,RTX 2060,69421.45
Acer,AMD Ryzen 7,8.0,17.3,6.3,1.97,Linux,SSD,2.0,2K,RX 6600,61560.1
Asus,AMD Ryzen 7,64.0,15.6,5.6,2.73,Linux,SSD,1.0,4K,RX 6600,189739.55000000002
Apple,Intel i9,4.0,13.3,9.7,2.55,macOS,SSD,1.0,HD,GTX 1650,67621.4
Apple,Intel i3,32.0,17.3,7.9,1.22,FreeDOS,HDD,1.0,2K,RTX 3060,82960.84999999999
Dell,AMD Ryzen 9,16.0,16.0,11.5,3.15,Windows,HDD,1.0,HD,,51621.5
Razer,AMD Ryzen 9,16.0,16.0,9.8,,Linux,SSD,2.0,Full HD,RTX 2060,107837.8
HP,Intel i9,4.0,15.6,9.1,3.47,Linux,SSD,2.0,2K,GTX 1650,68253.84999999999
HP,Intel i9,32.0,13.3,4.7,1.23,Windows,SSD,1.0,HD,GTX 1650,76167.7
Microsoft,AMD Ryzen 7,64.0,13.3,6.2,1.97,FreeDOS,HDD,1.0,2K,,75555.9
Dell,AMD Ryzen 3,64.0,14.0,6.0,2.1,Windows,SSD,512.0,4K,RTX 2060,109964.40000000001
Microsoft,Intel i9,8.0,17.3,9.6,2.99,FreeDOS,SSD,1.0,HD,,34734.35
Microsoft,AMD Ryzen 5,64.0,16.0,9.0,1.54,macOS,SSD,512.0,HD,RX 6800,73593.45
Asus,AMD Ryzen 3,16.0,13.3,9.0,2.77,Windows,SSD,2.0,4K,RTX 3080,58634.45
Lenovo,Intel i3,32.0,17.3,9.4,1.66,FreeDOS,HDD,1.0,2K,RTX 3080,49703.149999999994
Razer,Intel i9,32.0,16.0,7.4,2.77,FreeDOS,SSD,2.0,4K,RTX 2060,231950.6
Microsoft,AMD Ryzen 5,8.0,14.0,6.4,2.16,macOS,SSD,256.0,HD,RX 6600,28320.949999999997
Acer,AMD Ryzen 3,64.0,13.3,11.4,3.02,macOS,SSD,2.0,2K,,56640.5
MSI,Intel i9,64.0,16.0,10.9,3.35,Linux,SSD,1.0,4K,RTX 3080,322359.80000000005
HP,AMD Ryzen 9,64.0,17.3,6.4,2.67,Linux,SSD,256.0,2K,RTX 3080,189260.75
Lenovo,AMD Ryzen 7,8.0,14.0,8.1,2.52,Windows,SSD,256.0,2K,RTX 3080,55016.5
MSI,AMD Ryzen 7,4.0,15.6,10.0,3.05,Linux,HDD,1.0,Full HD,,35736.4
